sequence,frame_range,window_file,frame,start,end,event_type,density_mean,speed_mean,occupancy_mean,speed_samples_mean,speed_reliable_ratio,speed_std_mean,congestion_score,occlusion_score,stopped_ratio,ego_motion,ego_speed_diff,ego_speed_mean,empty_like,heatmap_mean,heatmap_sum,occlusion_like,occupancy_max,speed_ratio,static_change_focus,static_dwell_norm,vehicle_count_diff,vehicle_count_max,vehicle_count_mean,vehicle_count_std
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,130,101,130,Normal,0.1849999725818634,7.294910430908203,0.0,1.1758241653442383,0.9560439560439561,0.6063990592956543,-1.0,0.0,0.004672897196261682,0.10321369022130966,0.0,7.108494758605957,0.0,0.0592,222.0,0.0,0.0,1.026224352501148,0.10321369022130966,0.7138321995735168,-7.0,13.0,7.400000095367432,2.2449944019317627
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,140,111,140,Unknown,0.1391666680574417,5.452602386474609,0.0,1.3333333730697632,0.975609756097561,1.583648681640625,-1.0,2.0,0.03048780487804878,0.09367815405130386,0.0,6.308494567871094,0.0,0.044533333333333334,167.0,1.0,0.0,0.8643270320378005,0.09367815405130386,0.8616666793823242,-4.0,7.0,5.566666603088379,1.1160446405410767
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,150,121,150,Unknown,0.11166667193174362,5.083541393280029,0.0,1.4505494832992554,0.978021978021978,1.445479154586792,-1.0,2.0,0.03787878787878788,0.08418762683868408,8.0,6.133333206176758,0.0,0.03573333333333333,134.0,1.0,0.0,0.8288382878270002,0.08418762683868408,0.9240239858627319,-2.0,7.0,4.4666666984558105,1.0241527557373047
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,160,131,160,Unknown,0.10333335399627686,5.739254474639893,0.0,1.2872340679168701,0.9680851063829787,2.2462964057922363,-1.0,2.0,0.03305785123966942,0.05028735473752022,0.0,7.199999809265137,0.0,0.03306666666666667,124.0,1.0,0.0,0.7971186981497526,0.05028735473752022,0.9684026837348938,0.0,5.0,4.133333206176758,0.7630348801612854
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,170,141,170,Unknown,0.11916663497686386,7.125770568847656,0.0,1.1138211488723755,0.9512195121951219,1.2654292583465576,-1.0,2.0,0.0072992700729927005,0.07230255752801895,0.0,8.0,0.0,0.03813333333333333,143.0,1.0,0.0,0.890721321105957,0.07230255752801895,0.9244623780250549,5.0,8.0,4.766666889190674,1.5205992460250854
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,180,151,180,Unknown,0.15166665613651276,7.594832420349121,0.0,1.2714285850524902,0.9714285714285714,1.9579604864120483,-1.0,2.0,0.028089887640449437,0.08132725954055786,0.0,8.0,0.0,0.04853333333333333,182.0,1.0,0.0,0.9493540525436401,0.08132725954055786,0.9125785827636719,2.0,8.0,6.066666603088379,1.5260696411132812
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,190,161,190,Normal,0.17833329737186432,6.731173038482666,0.0,1.1954022645950317,0.9655172413793104,2.301192045211792,-1.0,0.0,0.02403846153846154,0.11718294769525528,0.0,8.0,0.0,0.05706666666666667,214.0,0.0,0.0,0.8413966298103333,0.11718294769525528,0.8697741031646729,3.0,8.0,7.133333206176758,0.9568467736244202
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,200,171,200,Normal,0.19333334267139435,6.248440742492676,0.0,1.213903784751892,0.9786096256684492,2.2727291584014893,-1.0,0.0,0.01762114537444934,0.12625578045845032,0.0,8.552285194396973,0.0,0.06186666666666667,232.0,0.0,0.0,0.7306165078061639,0.12625578045845032,0.7921259999275208,2.0,10.0,7.733333110809326,0.7272475361824036
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,210,181,210,Normal,0.20250003039836884,6.156047344207764,0.0,1.1244019269943237,0.9665071770334929,0.13084129989147186,-1.0,0.0,0.0,0.14339551329612732,3.3137083053588867,9.87426471710205,0.0,0.0648,243.0,0.0,0.0,0.6234436204192094,0.14339551329612732,0.71129310131073,0.0,10.0,8.100000381469727,0.9780933856964111
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,220,191,220,Normal,0.18833331763744354,5.503195762634277,0.004444444552063942,1.146596908569336,0.9633507853403142,0.1861249804496765,-1.0,0.0,0.0136986301369863,0.1426108479499817,0.0,10.757920265197754,0.0,0.06026666666666667,226.0,0.0,0.06666667014360428,0.5115482943703633,0.1426108479499817,0.7026190757751465,-2.0,10.0,7.5333333015441895,1.4996297359466553
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,230,201,230,Normal,0.1683332920074463,5.477421283721924,0.0,1.2264150381088257,0.9622641509433962,0.8294825553894043,-1.0,0.0,0.03076923076923077,0.15737098455429077,-9.888544082641602,10.205633163452148,0.0,0.05386666666666667,202.0,0.0,0.0,0.5367056796963233,0.15737098455429077,0.7221477031707764,-5.0,10.0,6.733333110809326,1.5260696411132812
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,240,211,240,Normal,0.1441667079925537,5.353687286376953,0.0027777778450399637,1.3228346109390259,0.9763779527559056,1.4285699129104614,-1.0,0.0,0.047619047619047616,0.10000000894069672,0.0,8.883655548095703,0.0,0.04613333333333333,173.0,0.0,0.03333333507180214,0.6026446272474587,0.10000000894069672,0.8690909743309021,-2.0,7.0,5.766666889190674,0.7156969904899597
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,250,221,250,Unknown,0.14166665077209473,5.925898551940918,0.0027777778450399637,1.4017094373703003,0.9829059829059829,1.8687678575515747,-1.0,2.0,0.036585365853658534,0.08017241209745407,0.0,8.0,0.0,0.04533333333333334,170.0,1.0,0.03333333507180214,0.7407373189926147,0.08017241209745407,0.9320833086967468,1.0,7.0,5.666666507720947,0.745356023311615
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,260,231,260,Unknown,0.14166666567325592,6.991679668426514,0.0033333334140479565,1.3495935201644897,0.983739837398374,2.062434196472168,-1.0,2.0,0.030120481927710843,0.08544061332941055,0.0,8.0,0.0,0.04533333333333334,170.0,1.0,0.03333333507180214,0.8739599585533142,0.08544061332941055,0.9166667461395264,-1.0,7.0,5.666666507720947,0.745356023311615
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,270,241,270,Unknown,0.14249999821186066,7.54260778427124,0.0,1.194244623184204,0.9712230215827338,2.2912955284118652,-1.0,2.0,0.018072289156626505,0.06283524632453918,0.0,8.0,0.0,0.0456,171.0,1.0,0.0,0.942825973033905,0.06283524632453918,0.931851863861084,1.0,7.0,5.699999809265137,0.737111508846283
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,280,251,280,Unknown,0.1575000286102295,7.745250225067139,0.0,1.173076868057251,0.967948717948718,2.626512289047241,-1.0,2.0,0.01639344262295082,0.06474313884973526,0.0,8.0,0.0,0.0504,189.0,1.0,0.0,0.9681562781333923,0.06474313884973526,0.9153061509132385,1.0,9.0,6.300000190734863,1.100000023841858
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,290,261,290,Normal,0.17916665971279144,7.806642055511475,0.0,1.2439024448394775,0.9573170731707317,2.0142295360565186,-1.0,0.0,0.014705882352941176,0.10766282677650452,0.0,8.0,0.0,0.05733333333333333,215.0,0.0,0.0,0.9758302569389343,0.10766282677650452,0.8192592263221741,5.0,10.0,7.166666507720947,1.4395216703414917
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\window_events.jsonl,300,271,300,Normal,0.19666670262813568,7.602841854095459,0.0,1.2541435956954956,0.9779005524861878,1.6515238285064697,-1.0,0.0,0.013215859030837005,0.1149425208568573,0.0,8.0,0.0,0.06293333333333333,236.0,0.0,0.0,0.9503552317619324,0.1149425208568573,0.8145061731338501,1.0,10.0,7.866666793823242,1.087300419807434
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,30,1,30,Normal,0.333333283662796,7.784071445465088,0.0,1.2243589162826538,0.9551282051282052,1.311581015586853,-1.0,2.0,0.0,0.07383807748556137,,8.0,0.0,,,1.0,0.0,0.973008930683136,0.07383807748556137,0.9282609820365906,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,40,11,40,Normal,0.39000004529953003,8.866143226623535,0.0,1.3742331266403198,0.9693251533742331,1.8190929889678955,-1.0,2.0,0.0,0.05826396495103836,,8.0,0.0,,,1.0,0.0,1.108267903327942,0.05826396495103836,0.9547894597053528,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,50,21,50,Normal,0.46333327889442444,9.243364334106445,0.0,1.399999976158142,0.968421052631579,0.9529789686203003,-1.0,2.0,0.0,0.08045977354049683,,8.0,0.0,,,1.0,0.0,1.1554205417633057,0.08045977354049683,0.9201388359069824,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,60,31,60,Normal,0.5233334302902222,9.444992065429688,0.0,1.384615421295166,0.9773755656108597,1.2763372659683228,-1.0,2.0,0.0,0.09290061891078949,,8.0,0.0,,,1.0,0.0,1.180624008178711,0.09290061891078949,0.9078431725502014,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,70,41,70,Normal,0.5083332657814026,9.192033767700195,0.0,1.4396135807037354,0.9806763285024155,1.7532631158828735,-1.0,0.0,0.003355704697986577,0.10678531229496002,,8.0,0.0,,,0.0,0.0,1.1490042209625244,0.10678531229496002,0.8956987857818604,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,80,51,80,Normal,0.5233334302902222,7.917226314544678,0.0,1.4101382493972778,0.967741935483871,1.2304434776306152,-1.0,0.0,0.00980392156862745,0.11936339735984802,,8.0,0.0,,,0.0,0.0,0.9896532893180847,0.11936339735984802,0.8137820363044739,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,90,61,90,Normal,0.5400000214576721,6.3503336906433105,0.0015151515835896134,1.504807710647583,0.9519230769230769,1.594487190246582,-1.0,0.0,0.012779552715654952,0.1325031965970993,,8.0,0.0,,,0.0,0.03333333507180214,0.7937917113304138,0.1325031965970993,0.7481480836868286,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,100,71,100,Unknown,0.5716666579246521,5.134664058685303,0.0,1.4163089990615845,0.9484978540772532,0.9888424873352051,-1.0,0.0,0.021212121212121213,0.12943528592586517,,8.17516040802002,0.0,,,0.0,0.0,0.6280811387686143,0.12943528592586517,0.6748791933059692,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,110,81,110,Unknown,0.5549999475479126,5.933481216430664,0.0,1.2608696222305298,0.9446640316205533,0.945471465587616,-1.0,0.0,0.01567398119122257,0.12810999155044556,,8.175161361694336,0.0,,,0.0,0.0,0.7257937738370127,0.12810999155044556,0.6843881607055664,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,120,91,120,Normal,0.47666656970977783,6.750973701477051,0.0,1.192139744758606,0.9432314410480349,0.862335741519928,-1.0,0.0,0.014652014652014652,0.11724138259887695,,8.350321769714355,0.0,,,0.0,0.0,0.8084686899086986,0.11724138259887695,0.6899999976158142,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,130,101,130,Normal,0.3699999451637268,7.294910430908203,0.0,1.1758241653442383,0.9560439560439561,0.6063990592956543,-1.0,0.0,0.004672897196261682,0.10321369022130966,,7.108494758605957,0.0,,,0.0,0.0,1.026224352501148,0.10321369022130966,0.7138321995735168,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,140,111,140,Unknown,0.2783333361148834,5.452602386474609,0.0,1.3333333730697632,0.975609756097561,1.583648681640625,-1.0,2.0,0.03048780487804878,0.09367815405130386,,6.308494567871094,0.0,,,1.0,0.0,0.8643270320378005,0.09367815405130386,0.8616666793823242,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,150,121,150,Unknown,0.22333334386348724,5.083541393280029,0.0,1.4505494832992554,0.978021978021978,1.445479154586792,-1.0,2.0,0.03787878787878788,0.08418762683868408,,6.133333206176758,0.0,,,1.0,0.0,0.8288382878270002,0.08418762683868408,0.9240239858627319,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,160,131,160,Unknown,0.2066667079925537,5.739254474639893,0.0,1.2872340679168701,0.9680851063829787,2.2462964057922363,-1.0,2.0,0.03305785123966942,0.05028735473752022,,7.199999809265137,0.0,,,1.0,0.0,0.7971186981497526,0.05028735473752022,0.9684026837348938,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,170,141,170,Normal,0.23833326995372772,7.125770568847656,0.0,1.1138211488723755,0.9512195121951219,1.2654292583465576,-1.0,2.0,0.0072992700729927005,0.07230255752801895,,8.0,0.0,,,1.0,0.0,0.890721321105957,0.07230255752801895,0.9244623780250549,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,180,151,180,Normal,0.3033333122730255,7.594832420349121,0.0,1.2714285850524902,0.9714285714285714,1.9579604864120483,-1.0,2.0,0.028089887640449437,0.08132725954055786,,8.0,0.0,,,1.0,0.0,0.9493540525436401,0.08132725954055786,0.9125785827636719,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,190,161,190,Normal,0.35666659474372864,6.731173038482666,0.0,1.1954022645950317,0.9655172413793104,2.301192045211792,-1.0,0.0,0.02403846153846154,0.11718294769525528,,8.0,0.0,,,0.0,0.0,0.8413966298103333,0.11718294769525528,0.8697741031646729,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,200,171,200,Normal,0.3866666853427887,6.248440742492676,0.0,1.213903784751892,0.9786096256684492,2.2727291584014893,-1.0,0.0,0.01762114537444934,0.12625578045845032,,8.552285194396973,0.0,,,0.0,0.0,0.7306165078061639,0.12625578045845032,0.7921259999275208,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,210,181,210,Normal,0.40500006079673767,6.156047344207764,0.0,1.1244019269943237,0.9665071770334929,0.13084129989147186,-1.0,0.0,0.0,0.14339551329612732,,9.87426471710205,0.0,,,0.0,0.0,0.6234436204192094,0.14339551329612732,0.71129310131073,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,220,191,220,Unknown,0.3766666352748871,5.503195762634277,0.004444444552063942,1.146596908569336,0.9633507853403142,0.1861249804496765,-1.0,0.0,0.0136986301369863,0.1426108479499817,,10.757920265197754,0.0,,,0.0,0.06666667014360428,0.5115482943703633,0.1426108479499817,0.7026190757751465,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,230,201,230,Unknown,0.3366665840148926,5.477421283721924,0.0,1.2264150381088257,0.9622641509433962,0.8294825553894043,-1.0,0.0,0.03076923076923077,0.15737098455429077,,10.205633163452148,0.0,,,0.0,0.0,0.5367056796963233,0.15737098455429077,0.7221477031707764,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,240,211,240,Unknown,0.2883334159851074,5.353687286376953,0.0027777778450399637,1.3228346109390259,0.9763779527559056,1.4285699129104614,-1.0,0.0,0.047619047619047616,0.10000000894069672,,8.883655548095703,0.0,,,0.0,0.03333333507180214,0.6026446272474587,0.10000000894069672,0.8690909743309021,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,250,221,250,Unknown,0.28333330154418945,5.925898551940918,0.0027777778450399637,1.4017094373703003,0.9829059829059829,1.8687678575515747,-1.0,2.0,0.036585365853658534,0.08017241209745407,,8.0,0.0,,,1.0,0.03333333507180214,0.7407373189926147,0.08017241209745407,0.9320833086967468,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,260,231,260,Normal,0.28333333134651184,6.991679668426514,0.0033333334140479565,1.3495935201644897,0.983739837398374,2.062434196472168,-1.0,2.0,0.030120481927710843,0.08544061332941055,,8.0,0.0,,,1.0,0.03333333507180214,0.8739599585533142,0.08544061332941055,0.9166667461395264,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,270,241,270,Normal,0.2849999964237213,7.54260778427124,0.0,1.194244623184204,0.9712230215827338,2.2912955284118652,-1.0,2.0,0.018072289156626505,0.06283524632453918,,8.0,0.0,,,1.0,0.0,0.942825973033905,0.06283524632453918,0.931851863861084,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,280,251,280,Normal,0.315000057220459,7.745250225067139,0.0,1.173076868057251,0.967948717948718,2.626512289047241,-1.0,2.0,0.01639344262295082,0.06474313884973526,,8.0,0.0,,,1.0,0.0,0.9681562781333923,0.06474313884973526,0.9153061509132385,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,290,261,290,Normal,0.3583333194255829,7.806642055511475,0.0,1.2439024448394775,0.9573170731707317,2.0142295360565186,-1.0,0.0,0.014705882352941176,0.10766282677650452,,8.0,0.0,,,0.0,0.0,0.9758302569389343,0.10766282677650452,0.8192592263221741,,,,
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\window_events.jsonl,300,271,300,Normal,0.39333340525627136,7.602841854095459,0.0,1.2541435956954956,0.9779005524861878,1.6515238285064697,-1.0,0.0,0.013215859030837005,0.1149425208568573,,8.0,0.0,,,0.0,0.0,0.9503552317619324,0.1149425208568573,0.8145061731338501,,,,
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,30,1,30,Normal,0.1900000274181366,7.357870578765869,0.0,1.1881721019744873,0.9623655913978495,0.6225735545158386,-1.0,0.0,0.004524886877828055,0.10109718143939972,8.0,6.841827869415283,0.0,0.0608,228.0,0.0,0.0,1.0754246846310513,0.10109718143939972,0.7232322692871094,-6.0,13.0,7.599999904632568,2.289104461669922
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,40,11,40,Unknown,0.1433333307504654,5.769064903259277,0.0,1.3100775480270386,0.9767441860465116,1.7444456815719604,-1.0,2.0,0.029585798816568046,0.09252872318029404,0.0,6.308494567871094,0.0,0.04586666666666667,172.0,1.0,0.0,0.9144915385424742,0.09252872318029404,0.8544443845748901,-4.0,8.0,5.733333110809326,1.093414545059204
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,50,21,50,Unknown,0.11249999701976776,5.041055202484131,0.0,1.4888888597488403,0.9888888888888889,1.445479154586792,-1.0,2.0,0.03731343283582089,0.0891089141368866,-3.3137083053588867,6.243790149688721,0.0,0.036,135.0,1.0,0.0,0.8073710169031624,0.0891089141368866,0.9217821359634399,-2.0,7.0,4.5,1.0567245483398438
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,60,31,60,Unknown,0.10333334654569626,5.6183552742004395,0.0,1.3010752201080322,0.967741935483871,1.917401909828186,-1.0,2.0,0.03305785123966942,0.048422589898109436,0.0,7.199999809265137,0.0,0.03306666666666667,124.0,1.0,0.0,0.7803271420883375,0.048422589898109436,0.9691489338874817,0.0,5.0,4.133333206176758,0.7630349397659302
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,70,41,70,Unknown,0.11499998718500137,7.0466179847717285,0.0,1.1092437505722046,0.9495798319327731,2.4057211875915527,-1.0,2.0,0.007575757575757576,0.06968390941619873,0.0,8.0,0.0,0.0368,138.0,1.0,0.0,0.8808272480964661,0.06968390941619873,0.9458332657814026,5.0,8.0,4.599999904632568,1.4282857179641724
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,80,51,80,Unknown,0.14999999105930328,7.584832191467285,0.007407407741993666,1.2589927911758423,0.9640287769784173,1.993665099143982,-1.0,2.0,0.02857142857142857,0.08119122684001923,0.0,8.0,0.0,0.048,180.0,1.0,0.06666667014360428,0.9481040239334106,0.08119122684001923,0.9106060862541199,2.0,8.0,6.0,1.5275251865386963
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\window_events.jsonl,90,61,90,Normal,0.1758333295583725,6.870154857635498,0.0,1.1849710941314697,0.9653179190751445,2.301192045211792,-1.0,0.0,0.024390243902439025,0.1031167134642601,0.0,8.0,0.0,0.056266666666666666,211.0,0.0,0.0,0.8587693572044373,0.1031167134642601,0.8891025185585022,3.0,8.0,7.0333333015441895,1.0159833431243896
